1603432520.77,$A,2394,100989.164062, 19.187500,  0.000000, -1.318359,  0.970459
1603432520.78,$AR,2394,  0.000000,  0.000000,  0.000000,100989.164062, 19.187500
1603432520.83,$A,2395,100988.867188, 19.187500,  0.000000, -1.318359,  0.970459
1603432520.83,$AR,2395,  0.000000,  0.000000,  0.000000,100988.867188, 19.187500
1603432520.88,$A,2396,100988.218750, 19.187500,  0.000000, -1.318359,  0.970459
1603432520.88,$AR,2396,  0.000000,  0.000000,  0.000000,100988.218750, 19.187500
1603432520.88,$B,3965.000000,-164.000000,2604.000000,  0.765882
1603432520.93,$A,2397,100987.859375, 19.187500,  0.000000,  1.428223,  2.801514
1603432520.93,$AR,2397,  0.000000,  0.000000,  0.000000,100987.859375, 19.187500
1603432520.98,$A,2398,100987.929688, 19.187500,  1.638794, -1.318359,  2.801514
1603432520.98,$AR,2398,  0.000000,  0.000000,  0.000000,100987.929688, 19.187500
1603432521.02,$A,2399,100987.507812, 19.187500,  0.000000, -1.318359,  2.801514
1603432521.02,$AR,2399,  0.000000,  0.000000,  0.000000,100987.507812, 19.187500
1603432521.07,$A,2400,100988.085938, 19.187500,  1.638794, -1.318359,  0.970459
1603432521.07,$AR,2400, 18.927605,-14.040022,  1.004669,100988.085938, 19.187500
1603432521.12,$A,2401,100987.039062, 19.187500,  0.000000, -1.318359,  0.970459
1603432521.12,$AR,2401,  0.000000,  0.000000,  0.000000,100987.039062, 19.187500
1603432521.17,$A,2402,100988.039062, 19.187500,  0.000000, -1.318359,  0.970459
1603432521.17,$AR,2402,  0.000000,  0.000000,  0.000000,100988.039062, 19.187500
1603432521.22,$A,2403,100988.109375, 19.187500,  0.000000, -1.318359,  2.801514
1603432521.23,$AR,2403,  0.000000,  0.000000,  0.000000,100988.109375, 19.187500
1603432521.27,$A,2404,100988.882812, 19.187500,  1.638794, -1.318359,  0.054932
1603432521.28,$AR,2404, 19.403687, -0.822648,  0.935157,100988.882812, 19.187500
1603432521.31,$A,2405,100988.492188, 19.187500,  0.000000,  1.428223,  0.970459
1603432521.33,$AR,2405,  0.000000,  0.000000,  0.000000,100988.492188, 19.187500
1603432521.38,$A,2406,100989.437500, 19.187500,  1.638794, -1.318359,  0.054932
1603432521.38,$AR,2406, 19.403687, -0.822648,  0.935157,100989.437500, 19.187500
1603432521.43,$A,2407,100988.000000, 19.187500,  0.000000, -1.318359,  0.054932
1603432521.43,$AR,2407,  0.000000,  0.000000,  0.000000,100988.000000, 19.187500
1603432521.48,$A,2408,100988.234375, 19.187500,  0.000000, -1.318359,  0.970459
1603432521.48,$AR,2408,  0.000000,  0.000000,  0.000000,100988.234375, 19.187500
1603432521.52,$A,2409,100988.570312, 19.187500,  0.000000,  1.428223,  0.970459
1603432521.52,$AR,2409,  0.000000,  0.000000,  0.000000,100988.570312, 19.187500
1603432521.57,$A,2410,100988.882812, 19.187500,  0.000000,  1.428223,  2.801514
1603432521.57,$AR,2410,  0.000000,  0.000000,  0.000000,100988.882812, 19.187500
1603432521.62,$A,2411,100987.445312, 19.187500,  0.000000,  1.428223,  0.970459
1603432521.62,$AR,2411,  0.000000,  0.000000,  0.000000,100987.445312, 19.187500
1603432521.67,$A,2412,100988.476562, 19.187500,  1.638794, -1.318359,  0.970459
1603432521.67,$AR,2412, 18.927605,-14.040022,  1.004669,100988.476562, 19.187500
1603432521.72,$A,2413,100988.445312, 19.187500,  0.000000,  1.428223,  0.970459
1603432521.72,$AR,2413,  0.000000,  0.000000,  0.000000,100988.445312, 19.187500
1603432521.77,$A,2414,100987.976562, 19.187500,  0.000000, -1.318359,  0.970459
1603432521.78,$AR,2414,  0.000000,  0.000000,  0.000000,100987.976562, 19.187500
1603432521.81,$A,2415,100988.421875, 19.250000,  0.000000, -1.318359,  0.970459
1603432521.83,$AR,2415,  0.000000,  0.000000,  0.000000,100988.421875, 19.250000
1603432521.88,$A,2416,100988.296875, 19.250000,  0.000000, -1.318359,  2.801514
1603432521.88,$AR,2416,  0.000000,  0.000000,  0.000000,100988.296875, 19.250000
1603432521.93,$A,2417,100988.390625, 19.250000,  0.000000,  1.428223,  0.970459
1603432521.93,$AR,2417,  0.000000,  0.000000,  0.000000,100988.390625, 19.250000
1603432521.97,$A,2418,100988.187500, 19.250000,  1.638794, -1.318359,  0.970459
1603432521.97,$AR,2418, 18.927605,-14.040022,  1.004669,100988.187500, 19.250000
1603432522.02,$A,2419,100987.437500, 19.250000,  0.000000, -1.318359,  2.801514
1603432522.02,$AR,2419,  0.000000,  0.000000,  0.000000,100987.437500, 19.250000
1603432522.07,$A,2420,100988.390625, 19.187500,  0.000000, -1.318359,  0.970459
1603432522.07,$AR,2420,  0.000000,  0.000000,  0.000000,100988.390625, 19.187500
1603432522.12,$A,2421,100987.484375, 19.187500,  0.000000, -1.318359,  0.970459
1603432522.12,$AR,2421,  0.000000,  0.000000,  0.000000,100987.484375, 19.187500
1603432522.17,$A,2422,100986.828125, 19.187500,  0.000000, -1.318359,  0.970459
1603432522.17,$AR,2422,  0.000000,  0.000000,  0.000000,100986.828125, 19.187500
1603432522.22,$A,2423,100986.875000, 19.187500,  0.000000,  1.428223,  0.970459
1603432522.22,$AR,2423,  0.000000,  0.000000,  0.000000,100986.875000, 19.187500
1603432522.27,$A,2424,100986.609375, 19.250000,  0.000000, -1.318359,  2.801514
1603432522.27,$AR,2424,  0.000000,  0.000000,  0.000000,100986.609375, 19.250000
1603432522.31,$A,2425,100987.023438, 19.250000,  0.000000, -1.318359,  2.801514
1603432522.33,$AR,2425,  0.000000,  0.000000,  0.000000,100987.023438, 19.250000
1603432522.38,$A,2426,100985.921875, 19.250000,  0.000000, -1.318359,  2.801514
1603432522.38,$AR,2426,  0.000000,  0.000000,  0.000000,100985.921875, 19.250000
1603432522.43,$A,2427,100987.250000, 19.250000,  1.638794, -1.318359,  0.970459
