101234.13,41.63,21.46,-31.76,-7.98
101234.13,41.63,24.77,-31.76,-7.22
101234.13,41.63,23.24,-32.00,-7.17
101234.13,41.63,25.80,-31.24,-6.56
101234.13,41.63,23.48,-32.23,-7.41
101226.24,41.63,22.70,-32.47,-7.46
101226.24,41.63,21.56,-31.64,-8.15
101234.13,41.63,22.94,-32.07,-7.74
101226.24,41.63,22.24,-31.66,-7.55
101226.24,41.63,22.15,-32.16,-7.84
101226.24,41.63,24.18,-31.55,-7.08
101226.24,41.63,23.55,-31.76,-7.32
101226.24,41.63,20.52,-31.55,-8.17
101226.24,41.63,24.19,-31.31,-7.36
101218.35,41.63,22.09,-31.59,-8.01
101226.24,41.63,22.06,-31.66,-8.24
101226.24,41.63,24.15,-32.02,-7.44
101226.24,41.63,23.78,-32.19,-7.29
101249.91,41.63,22.51,-31.66,-7.03
101226.24,41.63,25.42,-30.67,-6.29
101226.24,41.63,25.12,-31.40,-6.03
101226.24,41.63,21.75,-32.66,-7.08
101226.24,41.63,24.08,-31.45,-6.44
101226.24,41.63,22.76,-31.90,-6.84
101226.24,41.63,22.44,-32.12,-7.25
101226.24,41.63,24.56,-31.43,-6.94
101226.24,41.63,24.47,-31.21,-6.65
101218.35,41.63,21.55,-32.42,-7.55
101234.13,41.63,26.15,-30.90,-5.94
101234.13,41.63,22.38,-32.26,-6.53
101226.24,41.63,22.44,-32.66,-6.67
101226.24,41.63,22.24,-32.57,-6.63
101226.24,41.63,24.83,-31.78,-5.72
101226.24,41.63,23.42,-32.31,-6.20
101218.35,41.63,20.85,-32.35,-6.63
101226.24,41.69,25.77,-31.21,-5.51
101218.35,41.69,22.93,-32.57,-6.34
101226.24,41.69,23.05,-32.47,-6.20
101226.24,41.69,23.89,-32.16,-5.70
101218.35,41.69,23.71,-32.64,-5.70
101226.24,41.69,23.33,-32.61,-5.58
101218.35,41.69,20.60,-30.86,-6.84
101226.24,41.69,22.25,-32.78,-6.08
101218.35,41.69,21.17,-32.64,-6.91
101218.35,41.69,21.09,-32.71,-6.96
101218.35,41.69,22.68,-32.52,-6.32
101218.35,41.69,22.06,-31.59,-5.87
101218.35,41.69,19.76,-30.41,-6.18
101218.35,41.69,23.81,-31.55,-4.66
101218.35,41.69,22.95,-32.71,-4.16
101218.35,41.69,21.20,-32.04,-6.06
101218.35,41.69,22.69,-31.97,-6.34
101218.35,41.69,21.90,-31.50,-6.44
101210.46,41.69,21.29,-31.76,-6.79
101218.35,41.69,23.77,-31.09,-6.13
101218.35,41.69,23.55,-31.55,-6.25
101218.35,41.69,20.79,-30.26,-6.86
101218.35,41.69,25.42,-30.38,-5.37
101226.24,41.69,24.02,-30.81,-5.68
101226.24,41.69,21.26,-31.36,-6.41
101218.35,41.69,23.00,-31.24,-4.94
101218.35,41.69,22.51,-31.93,-4.87
101226.24,41.69,22.53,-32.04,-4.66
101226.24,41.69,24.13,-31.85,-4.37
101226.24,41.69,23.98,-31.74,-4.28
101226.24,41.69,20.98,-32.14,-5.01
101226.24,41.69,20.67,-31.33,-4.80
101226.24,41.69,22.78,-32.07,-4.49
101226.24,41.69,21.78,-32.26,-4.32
101218.35,41.69,20.98,-32.50,-4.39
101226.24,41.69,24.05,-31.76,-3.82
101218.35,41.69,23.46,-32.00,-3.92
101218.35,41.69,20.55,-31.83,-4.73
101226.24,41.63,24.77,-31.64,-3.99
101218.35,41.63,22.09,-32.64,-5.20
101226.24,41.63,22.26,-31.85,-4.51
101218.35,41.63,25.06,-31.59,-4.18
101218.35,41.69,23.89,-31.66,-4.70
101226.24,41.69,23.33,-31.83,-4.44
101226.24,41.69,25.86,-30.67,-3.85
101218.35,41.69,23.05,-32.00,-4.54
101218.35,41.69,22.83,-32.97,-4.66
101218.35,41.69,22.36,-32.21,-4.56
101218.35,41.69,23.94,-32.42,-4.75
101218.35,41.69,23.02,-32.52,-5.01
101218.35,41.69,25.64,-31.74,-4.96
101218.35,41.69,24.76,-31.78,-5.04
101226.24,41.69,22.04,-32.42,-5.91
101226.24,41.69,20.96,-30.93,-6.51
101218.35,41.69,22.61,-32.35,-6.08
101218.35,41.69,22.48,-32.40,-6.29
101226.24,41.69,24.40,-31.59,-5.80
101218.35,41.69,23.86,-31.83,-5.91
101218.35,41.69,22.64,-32.28,-6.41
101218.35,41.69,19.96,-31.09,-6.58
101218.35,41.69,19.89,-30.60,-6.89
101218.35,41.75,21.48,-32.33,-5.96
101218.35,41.75,21.92,-32.71,-6.01
101226.24,41.75,22.83,-32.71,-5.30
101218.35,41.75,22.40,-32.59,-4.68
101218.35,41.75,21.74,-33.02,-4.61
101218.35,41.75,23.50,-33.45,-3.49
101218.35,41.75,20.72,-33.78,-5.06
101218.35,41.75,20.54,-34.23,-4.61
101218.35,41.75,21.09,-32.73,-4.06
101218.35,41.75,21.08,-32.07,-3.73
101218.35,41.75,20.74,-32.09,-4.75
101218.35,41.75,18.30,-29.79,-6.06
101218.35,41.75,21.98,-31.93,-4.85
101218.35,41.75,22.21,-32.61,-5.15
101218.35,41.69,19.59,-31.93,-5.56
101218.35,41.69,21.22,-32.76,-5.42
101218.35,41.69,20.99,-32.78,-5.63
101218.35,41.69,20.03,-32.50,-5.65
101218.35,41.69,22.54,-31.88,-4.44
101218.35,41.63,21.83,-32.52,-4.42
101218.35,41.63,19.09,-31.02,-5.46
101218.35,41.63,23.84,-31.66,-3.99
101218.35,41.63,20.78,-32.85,-4.63
101218.35,41.69,20.32,-33.73,-5.32
101218.35,41.69,22.54,-33.07,-4.61
101218.35,41.69,22.47,-32.90,-4.30
101218.35,41.69,22.09,-32.69,-3.73
101218.35,41.69,19.40,-30.24,-4.39
101210.46,41.63,22.89,-30.45,-3.54
101218.35,41.63,20.22,-31.76,-4.61
101218.35,41.63,22.55,-30.90,-4.32
101210.46,41.63,21.69,-31.02,-3.87
101210.46,41.63,21.73,-30.93,-4.37
101210.46,41.63,22.86,-30.79,-4.54
101218.35,41.63,22.59,-30.81,-4.85
101218.35,41.63,20.58,-31.57,-6.10
101210.46,41.63,19.39,-30.98,-5.75
101218.35,41.69,21.68,-30.64,-5.04
101218.35,41.69,20.72,-30.69,-5.77
101210.46,41.69,20.78,-30.98,-5.84
101218.35,41.69,22.79,-30.45,-5.06
101210.46,41.69,22.51,-30.67,-5.25
101218.35,41.56,19.63,-30.55,-6.32
101218.35,41.56,23.71,-30.43,-5.11
101210.46,41.56,21.23,-31.33,-6.08
101210.46,41.56,20.42,-31.28,-6.48
101226.24,41.56,22.60,-30.81,-5.70
101218.35,41.63,22.45,-30.64,-5.70
101218.35,41.63,21.34,-31.24,-6.41
101218.35,41.63,23.18,-30.81,-5.46
101226.24,41.63,22.81,-31.36,-5.82
101218.35,41.63,20.06,-31.93,-6.65
101218.35,41.63,19.20,-32.28,-6.96
101218.35,41.63,20.72,-32.19,-6.37
101218.35,41.63,20.09,-32.23,-6.63
101226.24,41.63,22.25,-31.52,-6.13
101218.35,41.63,22.18,-31.62,-6.22
101218.35,41.63,19.87,-31.95,-7.01
101218.35,41.63,18.96,-30.79,-7.10
