-45,-45,4.311156,-2.486934,-2.176049,0.789316,-5.795868,0.350401,-4.888763,5.283503,5.234121,5.018425,5.281983,5.332355,5.114098,4.739141,5.408857,5.314855
-45,-40,4.317387,-1.813642,-1.999777,1.70226,-5.161543,0.052396,-4.87167,5.280159,5.234121,5.022007,5.272268,5.329252,5.107714,4.732481,5.402707,5.311673
-45,-35,4.348536,-1.51339,-1.893406,2.27602,-4.794471,-0.30035,-4.830645,5.316942,5.268454,5.057827,5.307891,5.36029,5.142829,4.772445,5.442681,5.349863
-45,-30,4.351651,-1.094858,-1.802231,2.910009,-4.498238,-0.803111,-4.591335,5.330318,5.280938,5.068573,5.320846,5.372705,5.152406,4.785766,5.454981,5.365776
-45,-25,4.339191,-0.812803,-1.714095,3.315762,-4.179465,-1.172019,-4.290488,5.32363,5.271575,5.064991,5.324084,5.375809,5.155599,4.779105,5.451906,5.35941
-45,-20,4.360997,-0.497387,-1.601645,3.696155,-3.921871,-1.635604,-3.83238,5.320286,5.271575,5.057827,5.31113,5.369601,5.149214,4.779105,5.451906,5.35941
-45,-15,4.326732,-0.312383,-1.513509,3.921221,-3.783414,-2.053483,-3.405041,5.320286,5.277818,5.057827,5.320846,5.369601,5.152406,4.782436,5.448832,5.353045
-45,-10,4.360997,-0.157708,-1.440569,4.105078,-3.793073,-2.582361,-2.881977,5.326974,5.277818,5.068573,5.320846,5.378912,5.158791,4.789097,5.454981,5.362593
-45,-5,4.360997,-0.054591,-1.367629,4.168477,-3.654617,-2.996974,-2.437544,5.310255,5.25909,5.047081,5.307891,5.357186,5.136445,4.769114,5.436532,5.337133
-45,0,4.329846,-0.048526,-1.367629,4.139947,-3.696476,-3.405059,-1.993111,5.300222,5.249727,5.039917,5.298176,5.350978,5.133252,4.762454,5.427307,5.327585
-45,5,4.329846,-0.069755,-1.367629,4.016319,-3.719015,-3.813144,-1.548678,5.290191,5.243484,5.029171,5.285222,5.338563,5.11729,4.745801,5.421156,5.327585
-45,10,4.332962,-0.154675,-1.373707,3.807103,-3.744775,-4.178788,-1.083733,5.286846,5.231001,5.022007,5.281983,5.332355,5.110906,4.745801,5.411932,5.314855
-45,15,4.354766,-0.33058,-1.43753,3.502788,-3.867132,-4.619519,-0.608531,5.320286,5.271575,5.057827,5.317607,5.369601,5.149214,4.779105,5.448832,5.349863
-45,20,4.342307,-0.558044,-1.522627,3.122395,-4.108626,-5.037398,-0.177773,5.340351,5.280938,5.068573,5.324084,5.382017,5.161983,4.792427,5.464206,5.365776
-45,25,4.370341,-0.846164,-1.628998,2.659583,-4.552976,-5.22675,0.20241,5.353726,5.302786,5.086484,5.349991,5.40064,5.181137,4.812409,5.485731,5.384871
-45,30,4.354766,-1.228303,-1.741448,2.041444,-4.874969,-5.367131,0.6038,5.343694,5.296544,5.086484,5.340277,5.397535,5.174753,4.799088,5.470356,5.378506
-45,35,4.370341,-1.61954,-1.863014,1.344056,-5.180862,-5.399777,1.00519,5.360414,5.305907,5.09723,5.356469,5.406847,5.190714,4.81907,5.488806,5.388054
-45,40,4.379686,-2.116927,-2.018012,0.507191,-5.676731,-5.334484,1.341397,5.363758,5.315271,5.107976,5.362946,5.422366,5.197099,4.829062,5.488806,5.397601
-45,45,4.364112,-2.687102,-2.151736,-0.375777,-6.092101,-5.233279,1.55753,5.350382,5.299665,5.090066,5.343515,5.40064,5.181137,4.812409,5.479581,5.384871
-40,-45,4.345422,-2.047171,-2.142619,0.485001,-5.837727,1.165821,-4.837482,5.326974,5.274696,5.06141,5.320846,5.369601,5.152406,4.782436,5.451906,5.356228
-40,-40,4.332962,-1.461832,-1.972425,1.359906,-5.312879,0.831793,-4.618685,5.303566,5.25597,5.039917,5.294938,5.344771,5.123675,4.752462,5.433456,5.337133
-40,-35,4.320502,-0.970511,-1.829584,2.076313,-4.797691,0.478117,-4.543473,5.293534,5.249727,5.036335,5.294938,5.347875,5.13006,4.755793,5.430382,5.340316
-40,-30,4.342307,-0.512551,-1.647233,2.729322,-4.517557,0.016374,-4.273395,5.310255,5.262212,5.054246,5.31113,5.363393,5.142829,4.769114,5.439607,5.343498
-40,-25,4.314271,-0.136478,-1.565175,3.192134,-4.156925,-0.45379,-3.822124,5.296878,5.246606,5.036335,5.285222,5.341666,5.120483,4.752462,5.424232,5.330768
-40,-20,4.323617,0.173435,-1.470961,3.601057,-3.892891,-0.930433,-3.480253,5.303566,5.249727,5.036335,5.294938,5.347875,5.13006,4.765784,5.427307,5.33395
-40,-15,4.336077,0.404682,-1.352433,3.873672,-3.696476,-1.452782,-3.052913,5.303566,5.252848,5.032753,5.291699,5.344771,5.123675,4.755793,5.424232,5.327585
-40,-10,4.329846,0.565946,-1.230866,4.063869,-3.657837,-1.92616,-2.587968,5.313599,5.262212,5.057827,5.314369,5.366497,5.146022,4.772445,5.445756,5.353045
-40,-5,4.370341,0.68157,-1.145769,4.165307,-3.554799,-2.43545,-2.081998,5.397198,5.34336,5.136632,5.392093,5.444093,5.22583,4.855704,5.52263,5.43261
-40,0,4.342307,0.699826,-1.063711,4.120928,-3.599878,-2.980651,-1.541841,5.340351,5.28718,5.075738,5.330561,5.378912,5.165175,4.795757,5.467281,5.372141
-40,5,4.339191,0.675484,-1.130573,4.025829,-3.558019,-3.414853,-1.018777,5.316942,5.268454,5.06141,5.31113,5.369601,5.149214,4.779105,5.448832,5.356228
-40,10,4.354766,0.575075,-1.200474,3.781743,-3.776974,-3.816408,-0.529901,5.313599,5.265332,5.054246,5.301414,5.363393,5.142829,4.772445,5.445756,5.349863
-40,15,4.370341,0.383383,-1.276454,3.445729,-3.876792,-4.263669,0.0,5.326974,5.277818,5.068573,5.317607,5.369601,5.149214,4.782436,5.451906,5.35941
