86258.11,24.50,-3.34,-7.70,-2.9
86250.22,24.50,-3.07,-7.58,-3.1
86258.11,24.50,-3.00,-7.65,-2.8
86258.11,24.50,-3.21,-7.58,-3.4
86258.11,24.50,-3.18,-7.46,-3.7
86258.11,24.50,-2.96,-7.39,-3.7
86258.11,24.50,-2.95,-7.48,-3.6
86250.22,24.50,-2.83,-7.48,-3.7
86258.11,24.50,-2.75,-7.74,-3.1
86266.00,24.50,-2.56,-7.53,-2.7
86258.11,24.50,-2.87,-7.48,-3.4
86258.11,24.50,-3.31,-7.22,-3.4
86258.11,24.50,-3.41,-7.74,-3.8
86250.22,24.50,-2.81,-7.41,-3.6
86250.22,24.50,-2.97,-7.44,-3.5
86250.22,24.50,-2.86,-7.15,-3.7
86250.22,24.50,-3.05,-7.58,-3.5
86250.22,24.50,-3.44,-7.10,-3.5
86250.22,24.50,-3.05,-7.39,-3.7
86250.22,24.50,-3.18,-7.36,-3.8
86258.11,24.50,-3.32,-7.25,-3.3
86258.11,24.50,-3.10,-7.13,-3.9
86250.22,24.50,-3.02,-7.74,-3.5
86250.22,24.50,-2.87,-7.15,-4.0
86250.22,24.50,-2.55,-7.03,-4.1
86258.11,24.50,-2.04,-7.41,-3.6
86258.11,24.50,-2.59,-7.25,-3.6
86258.11,24.50,-2.91,-7.44,-4.0
86258.11,24.50,-2.93,-7.20,-3.5
86250.22,24.50,-2.62,-7.48,-3.7
86250.22,24.50,-2.95,-7.65,-3.6
86258.11,24.50,-3.08,-7.51,-4.0
86258.11,24.50,-2.93,-7.39,-3.6
86250.22,24.50,-2.80,-7.22,-3.7
86258.11,24.50,-2.74,-7.01,-3.5
86258.11,24.50,-2.75,-7.13,-3.8
86258.11,24.50,-2.76,-7.46,-4.0
86250.22,24.50,-2.52,-7.36,-3.4
86250.22,24.50,-2.72,-7.44,-3.6
86250.22,24.50,-2.64,-7.17,-3.1
86258.11,24.50,-2.77,-7.46,-3.4
86258.11,24.50,-2.91,-7.44,-3.7
86250.22,24.50,-2.99,-7.44,-3.7
86250.22,24.50,-2.87,-7.41,-3.5
86250.22,24.50,-2.93,-7.22,-3.8
86250.22,24.50,-2.95,-7.53,-3.6
86250.22,24.50,-3.06,-7.34,-3.8
86250.22,24.50,-2.84,-7.39,-3.9
86250.22,24.50,-2.72,-7.32,-4.1
86250.22,24.50,-2.12,-7.32,-3.6
86250.22,24.50,-3.03,-7.01,-3.7
86250.22,24.50,-2.99,-7.36,-3.4
86258.11,24.50,-2.57,-7.44,-4.0
86258.11,24.50,-2.29,-7.60,-3.9
86250.22,24.50,-2.87,-7.60,-3.9
86250.22,24.50,-3.00,-7.05,-3.8
86250.22,24.44,-2.90,-7.25,-3.9
86258.11,24.44,-2.75,-7.20,-3.8
